报告ID,死亡人数,受伤人数,经济损失_万元,原因分析文本,Severity_Level
通道不畅 小事成大灾,16,58,200,直接原因：深圳市智茂电器制品厂一楼仓库西端存放纸皮处上方的横梁最南端的日光灯，由于水泥批荡松脱而随之一起落下，处于通电状态的日光灯镇流器散发的热量，被周围的纸皮等可燃物挡住并积蓄起来，使可燃物阴燃，最终产生明火并蔓延开来。主要原因：深圳市智茂电器制品厂无视安全法规，安全管理混乱，仓库与车间在同一栋厂房内，库房与通往楼上的楼梯通道之间未设防火隔离，而一楼原料仓库内各种可燃物品堆放过高过密，防火通道堵塞，火灾发生时无人组织指挥职工疏散。其他原因：上星村对辖区内企业的安全监督管理不力，个别村干部利用职务便利出具假证明，欺骗工商部门为智茂电器制品厂注册登记，并非法转让营业执照牟利，为有关部门的安全监督制造障碍。沙井镇政府安全生产工作不到位，贯彻执行安全生产法规不坚决，没有及时发现智茂电器制品厂存在的安全问题，留下重大事故隐患。,2
遂宁市安居区横山镇磨溪村 “1?18” 小型秸秆打包站火灾事故调查报告,0,0,8.8,直接原因：打包机电机电源线为非标产品，长期超负荷运行导致接头处绝缘层老化破损，发生短路打火，引燃周边碎秸秆及秸秆捆，引发火灾。间接原因：1. 设备管理疏漏：经营者刘芳未定期检修打包设备线路，使用非标电源线；碎秸秆未及时清理，堆积在设备周边；未配备消防设施，未考虑风力对火势蔓延的影响。2. 基层监管缺位：村委会未将秸秆打包站纳入农业设施排查；镇农业农村局未针对秸秆处理场所开展专项安全检查，未督促落实防火措施。3. 安全意识薄弱：经营者刘芳未接受消防安全培训，不清楚秸秆易燃特性及设备超负荷运行风险，初期灭火处置不当。,0
遂宁市安居区白马镇小龙塘村2组“2·23”亡人火灾事故调查报告,1,0,1.8225,直接原因为谭万乐住宅房间内电气线路短路引燃周边物品并蔓延成灾。间接原因为死者为五保户、独居，且事发深夜，死者处于熟睡状态，未能在火灾第一时间逃生；房间面积小、可燃物多，致火势蔓延迅速。,0
道外区团结镇“6.3”居民住宅亡人火灾调查报告,1,0,0,起火原因为单铁成家北侧单层建筑卧室内电视柜区域电气故障引燃周围可燃物引发火灾。同时，消防安全宣传教育存在欠缺，居民消防安全意识淡薄，以及安全管理存在管控不到位、安全教育流于形式等问题也间接导致了事故的发生。,0
道里区新发镇二场村新企头道街26号“5·14”火灾事故延伸调查报告,1,0,1.823796,直接原因：26号室内西北处插线板处0.5米平方米范围内电气线路故障引燃周围可燃物引发火灾。间接原因：租户李井芝消防安全意识薄弱，火灾发生后没有立即采取有效的措施进行逃生，造成死亡；租户李井芝的儿子对失能老人的监护不到位，将老人独自留在家中，安全意识匮乏; 新发镇二场村村委会开展消防宣传培训及应急疏散逃生演练不到位，致使该村居民消防安全意识淡薄、应急逃生知识匮乏。,0
道里区民生尚都小区瑞园F7栋1单元2502室“6·19”火灾事故延伸调查报告,1,0,0.06,直接原因：起火部位为哈尔滨市道里区民生尚都小区瑞园F7栋1单元2502室陈庆贵租住的房屋西北角卧室，起火原因遗留火种引发火灾。间接原因：1、哈尔滨市道里区民生尚都小区瑞园F7栋1单元2502室租户陈庆贵消防安全意识薄弱，火灾发生后没有立即采取有效的措施进行逃生，造成死亡；2、经调查了解陈庆贵在火灾发生前存在持刀砍砸邻居家门的精神失常情况，且老人独自在家无人照顾。,0
邵阳市双清区石桥乡“12·20”非法经营烟花爆竹较大爆炸事故调查报告,5,0,21.7,直接原因：刘亚旗及其家人在其住宅区内非法储存烟花爆竹，在无任何安全条件的情况下擅自改装非法经营的礼花弹，礼花弹燃爆并引爆室内的其他烟花爆竹产品，导致了事故的发生。间接原因：1.正阳烟花爆竹店采取过激行为妨碍公务。2.区乡政府烟花爆竹“打非”行动不力、隐患排查不到位。3.相关职能部门烟花爆竹“打非”行动不力、隐患排查不到位。,1
邵阳市隆回县桃花坪街道辰河世家小区居民住宅“12·4较大火灾事故,3,1,25.1,田文杰住宅住户田顺生过失引起火灾。湖南佳源华冠物业服务有限公司隆回分公司未落实消防安全主体责任，未依法对小区建设消防设施进行维护，擅自停用室内消火栓，导致火灾发生时，室内消火栓无水，对火灾蔓延扩大应承担责任。,1
郑州市金水区西关虎屯新区“6·25”重大火灾事故调查报告,15,2,996.8,直接原因：4号楼2单元1层楼梯间用户接线箱内电气线路单相接地短路，引燃箱内存放的纸张等可燃物。间接原因：1.用电安全管理混乱，工程改造未按规定装设短路保护和过负荷保护，用户接线箱内布线混乱，导线绞接普遍，部分接线端子采用热熔塑料制品。2.楼道内存放大量可燃物品，原电表箱未拆除，用户接线箱和原电表箱均未加锁，内存放纸张、电动自行车充电器等可燃物，楼梯间堆放自行车、电动自行车等物品，起火后产生大量高温有毒烟气，形成“烟囱效应”。3.逃生自救措施不当，遇难人员在不明火情下盲目逃生，强行穿越充满高温有毒烟气的楼梯间。4.西关虎屯村开展防火检查巡查工作不力，未能及时排查清理楼道内杂物和长期占用消防通道等安全隐患。5.电力部门用电安全管理不到位，受理用电申请违规，未按规定对工程进行接火送电管理和验收，对下属部门工作督导不到位。6.公安、消防部门履行消防安全监管职责不到位，督促指导村（居）民委员会落实消防安全措施不力，对消防法律、法规执行情况监督检查不力，火灾隐患整改不到位，对下级部门工作不到位问题失察。7.金水区文化路街道办事处履行消防安全职责不到位，督促指导社区开展防火检查巡查工作不力，未能发现并督促排查清理消防安全隐患。,2
醴陵市民旺生态养殖场“7·11” 较大非法生产烟花爆竹爆炸事故调查报告,7,0,710,直接原因分析：李美中非法组织生产制造烟花爆竹“狗尾草”，在生产作业过程中因操作不当，引起静电积累放电产生火花引燃现场易制爆原材料，并发生爆炸。间接原因分析：1. 李美中、吴思期目无法纪，唯利是图，铤而走险，毫无安全意识，组织陈燕、邹爱玲、李传桃、李剑、瞿友兴、李明战等人非法生产烟花爆竹。2. 非法生产者违规租赁有证烟花爆竹企业工位，并凭借有证企业资质购买原材料和销售产品，合法企业为非法生产销售提供了便利。3. 属地管理严重缺位，对烟花爆竹“打非治违”工作重视不够，排查不实不细，未及时发现和打击非法生产烟花爆竹违法行为；刘建军作为竹花山村党支部书记参与非法生产烟花爆竹活动，并提供场地；村支两委班子成员集体失察失守，对村党支部书记刘建军非法提供场地并参与非法生产的违法行为，应该发现而未发现。4. 有关职能部门对安全生产风险研判不够精准，“打非治违”机制不健全，取缔、查处非法生产的执法监管严重缺位，未有效落实安全生产“三管三必须”的工作要求，对非法生产烟花爆竹排查不够深入，发现和排除问题隐患不够有力。,1
金县蓝塘镇布心村“1?13”森林火灾调查报告,0,0,10.8511,直接原因：两处火点均为人为纵火引发森林火灾。间接原因：1.天气因素：2024年1月1日至1月12日，我县平均降水仅0.6毫米，较常年同期偏少96%，全县气象干旱达到中旱等级。2.护林员履职不到位：当天包干片区护林员邓学流因身体不适，未开展巡山护林工作，并且未履行请假手续，导致发生火情时林区无人管控。相关单位存在的问题：紫金县应急管理局在接报火情后处置得当，但存在超时报送应急卫星监测系统热点情况；紫金县林业局防火视频监控系统建设不完善，蓝塘镇布心村未安装防火视频监控系统，存在监控死角，导致未能及时通过防火视频监控发现火情；蓝塘镇人民政府火情信息报送不及时不准确，未严格落实“有火必报、扑报同步”的要求，应急处置不得力，未贯彻“打早小”原则，对火情发展态势和地理环境估计不足，未第一时间组织或申请足够力量扑救，导致山火蔓延，酿成较大森林火灾，且对护林员管理不到位；蓝塘镇布心村村民委员会对起火点的地理位置和周边环境不熟悉，起火初期在未经现场核实的情况下认为起火点位于惠东县境内并向上级报告，信息不准确，导致县、镇在应急指挥调度上出现偏差，在扑救过程中未及时做好向导工作，同时对护林员管理不到位。,0
金溪县何源镇彭家村委会桥头村小组王祝富民宅“9·15”较大火灾事故调查报告,3,0,0,直接原因：起火原因为意外因素导致蚊香引燃周围可燃物蔓延成灾。间接原因：一是建筑耐火等级低，起火建筑为木结构土坯瓦房，内部厅室和阁楼皆用木料分隔，阁楼上存放可燃物品较多，且使用年代较长，加之近期高温干旱天气，火灾发生后燃烧猛、蔓延快。设置阁楼导致卧室层高为3米，造成火灾初期热烟气积蓄沉降较快，不利于人员逃生、施救。二是群众自救能力弱，火场被困人员为高龄老人和低龄儿童，紧急避险、火场逃生能力弱。死者王祝富发现火灾后，在未采取防护措施的情况下，盲目冲入火场救人而死亡。三是发现火情不及时，火灾发生在夜间，农村人员活动不活跃，村民没有面对起火建筑，不具备第一时间发现火情异常的客观条件。第一报警人未选择相对安静环境报警且报警时未准确描述起火地址及基本情况。四是农村消防基础设施有盲点，起火建筑周围缺少火灾扑救设施设备，村民在发现着火后未能组织有效扑救。县城消防站和乡镇专职消防站距火灾发生地较远，无法快速赶赴现场施救。,1
